
2024-12-23 17:32:18.941557,8.38,100.62,76.34,3.85
2024-12-23 17:37:13.716077,7.31,100.63,78.56,3.85
2024-12-23 17:42:12.902536,6.5,100.64,79.98,3.85
2024-12-23 17:47:10.487836,5.94,100.64,80.93,3.85
2024-12-23 17:52:08.482480,5.5,100.65,80.28,3.85
2024-12-23 17:57:06.505120,5.13,100.66,81.75,3.85
2024-12-23 18:02:04.515858,4.88,100.67,80.93,3.85
2024-12-23 18:07:02.543500,4.63,100.68,80.57,3.85
2024-12-23 18:12:01.332251,4.5,100.68,80.77,3.85
2024-12-23 18:16:58.523177,4.38,100.69,80.81,3.85
2024-12-23 18:21:56.532205,4.25,100.69,80.89,3.85
2024-12-23 18:26:54.490463,4.13,100.7,81.12,3.85
2024-12-23 18:31:52.564816,4.06,100.7,81.17,3.85
2024-12-23 18:36:50.540669,4.0,100.71,81.01,3.85
2024-12-23 18:41:47.533485,3.94,100.71,81.09,3.85
2024-12-23 18:46:45.567051,3.88,100.72,81.26,3.85
2024-12-23 18:51:45.594965,3.88,100.72,81.32,3.85
2024-12-23 18:56:43.911739,3.81,100.73,81.32,3.85
2024-12-23 19:01:39.513105,3.81,100.73,81.28,3.85
2024-12-23 19:06:37.524621,3.75,100.74,81.5,3.85
2024-12-23 19:11:35.577080,3.75,100.74,81.91,3.84
2024-12-23 19:16:34.089643,3.69,100.75,81.89,3.84
2024-12-23 19:21:31.599508,3.69,100.75,81.82,3.84
2024-12-23 19:26:28.543798,3.75,100.76,81.98,3.84
2024-12-23 19:31:26.560858,3.69,100.76,82.26,3.84
2024-12-23 19:36:24.976775,3.75,100.77,82.39,3.84
2024-12-23 19:41:22.598886,3.75,100.77,82.48,3.84
2024-12-23 19:46:20.579746,3.69,100.78,82.67,3.84
2024-12-23 19:51:25.886194,3.75,100.78,82.75,3.84
2024-12-23 19:56:16.634709,3.69,100.79,82.61,3.84
2024-12-23 20:01:14.580697,3.75,100.79,82.75,3.84
2024-12-23 20:06:11.616223,3.75,100.8,82.97,3.84
2024-12-23 20:11:09.600994,3.75,100.8,83.15,3.84
2024-12-23 20:16:07.565370,3.75,100.8,83.03,3.84
2024-12-23 20:21:05.706470,3.75,100.81,82.79,3.84
2024-12-23 20:26:03.660319,3.75,100.81,82.7,3.84
2024-12-23 20:31:01.689499,3.75,100.82,82.67,3.84
2024-12-23 20:36:00.080113,3.69,100.82,82.76,3.84
2024-12-23 20:40:57.620060,3.69,100.83,82.69,3.84
2024-12-23 20:45:54.663493,3.63,100.83,82.64,3.84
2024-12-23 20:50:52.679684,3.63,100.84,83.07,3.84
2024-12-23 20:55:50.683846,3.63,100.84,83.12,3.84
2024-12-23 21:00:48.680503,3.63,100.85,83.31,3.84
2024-12-23 21:05:46.671521,3.63,100.85,83.36,3.84
2024-12-23 21:10:44.636587,3.69,100.86,83.32,3.84
2024-12-23 21:15:42.654969,3.63,100.86,83.19,3.84
2024-12-23 21:20:40.640578,3.63,100.86,83.25,3.84
2024-12-23 21:25:37.681062,3.63,100.87,83.53,3.84
2024-12-23 21:30:35.751896,3.63,100.87,83.66,3.84
2024-12-23 21:35:34.543969,3.63,100.88,83.42,3.84
2024-12-23 21:40:36.883542,3.63,100.88,83.68,3.84
2024-12-23 21:45:29.681915,3.63,100.89,83.7,3.84
2024-12-23 21:50:27.719105,3.63,100.89,83.9,3.84
2024-12-23 21:55:25.720291,3.63,100.89,83.74,3.84
2024-12-23 22:00:22.734198,3.63,100.9,83.56,3.84
2024-12-23 22:05:20.764553,3.63,100.9,83.85,3.84
2024-12-23 22:10:18.783868,3.63,100.91,84.0,3.84
2024-12-23 22:15:16.736382,3.63,100.91,83.99,3.84
2024-12-23 22:20:14.792233,3.63,100.91,83.75,3.83
2024-12-23 22:25:12.864380,3.63,100.92,83.64,3.83
2024-12-23 22:30:10.716965,3.56,100.92,83.93,3.84
2024-12-23 22:35:07.851018,3.56,100.93,84.14,3.84
2024-12-23 22:40:06.473814,3.63,100.93,84.13,3.84
2024-12-23 22:45:03.827723,3.56,100.94,84.08,3.84
2024-12-23 22:50:02.530822,3.56,100.94,84.14,3.83
2024-12-23 22:54:59.832975,3.63,100.94,84.05,3.83
2024-12-23 22:59:57.805426,3.63,100.95,83.92,3.84
2024-12-23 23:04:55.771651,3.56,100.95,83.65,3.83
2024-12-23 23:09:52.839209,3.5,100.96,83.96,3.83
2024-12-23 23:14:50.790957,3.5,100.96,83.97,3.83
2024-12-23 23:19:48.772511,3.56,100.97,84.08,3.83
2024-12-23 23:24:46.835429,3.56,100.97,84.14,3.83
2024-12-23 23:29:44.818653,3.56,100.97,84.09,3.83
2024-12-23 23:34:42.786774,3.56,100.98,84.28,3.83
2024-12-23 23:39:39.761796,3.56,100.98,84.17,3.83
2024-12-23 23:44:38.637033,3.56,100.99,84.05,3.83
2024-12-23 23:49:35.805731,3.5,100.99,84.24,3.83
2024-12-23 23:54:33.889411,3.56,100.99,84.13,3.83
2024-12-23 23:59:31.870079,3.56,101.0,84.14,3.83
2024-12-24 00:04:30.684664,3.56,101.0,84.28,3.83
2024-12-24 00:09:27.855217,3.56,101.0,84.33,3.83
2024-12-24 00:14:24.911724,3.56,101.01,84.21,3.83
2024-12-24 00:19:22.926343,3.63,101.01,84.28,3.83
2024-12-24 00:24:20.927289,3.63,101.02,84.22,3.83
2024-12-24 00:29:18.928387,3.56,101.02,84.26,3.83
2024-12-24 00:34:16.871952,3.56,101.02,84.24,3.83
2024-12-24 00:39:14.959473,3.56,101.03,84.63,3.83
2024-12-24 00:44:12.916939,3.56,101.03,84.46,3.83
2024-12-24 00:49:10.690447,3.56,101.04,84.38,3.83
2024-12-24 00:54:07.962203,3.63,101.04,84.22,3.83
2024-12-24 00:59:05.866608,3.56,101.04,84.32,3.83
2024-12-24 01:04:03.973085,3.56,101.05,84.28,3.83
2024-12-24 01:09:02.648553,3.56,101.05,84.02,3.83
2024-12-24 01:13:59.986311,3.5,101.06,84.17,3.83
2024-12-24 01:18:56.986784,3.56,101.06,84.2,3.83
2024-12-24 01:23:54.879269,3.5,101.06,84.18,3.83
2024-12-24 01:28:52.906723,3.5,101.07,84.13,3.83
2024-12-24 01:33:51.008427,3.5,101.07,84.18,3.83
2024-12-24 01:38:48.874803,3.5,101.08,84.36,3.83
2024-12-24 01:43:46.949324,3.5,101.08,84.32,3.83
2024-12-24 01:48:45.008855,3.5,101.08,84.54,3.83
2024-12-24 01:53:43.115654,3.5,101.09,84.5,3.83
2024-12-24 01:58:39.978007,3.56,101.09,84.45,3.83
2024-12-24 02:03:38.019642,3.5,101.09,84.36,3.83
2024-12-24 02:08:36.039171,3.5,101.1,84.34,3.83
2024-12-24 02:13:34.029782,3.5,101.1,84.21,3.82
2024-12-24 02:18:33.160164,3.5,101.1,84.41,3.82
2024-12-24 02:23:29.048589,3.44,101.1,84.25,3.82
2024-12-24 02:28:27.005188,3.44,101.11,84.49,3.82
2024-12-24 02:38:22.940367,3.5,101.11,84.66,3.82
2024-12-24 02:43:20.977851,3.5,101.11,84.64,3.82
2024-12-24 02:48:19.093488,3.5,101.12,84.5,3.82
2024-12-24 02:53:16.007977,3.5,101.12,84.54,3.82
2024-12-24 02:58:14.011617,3.44,101.12,84.57,3.82
2024-12-24 03:03:12.332053,3.5,101.13,84.38,3.82
2024-12-24 03:08:10.020044,3.44,101.13,84.36,3.82
2024-12-24 03:13:08.000105,3.44,101.13,84.28,3.82
2024-12-24 03:18:06.100605,3.44,101.13,84.36,3.82
